key,word,verse,word_num,lemma,root,strongs,morph,morphology,Part of Speech,Tense,Voice,Mood,Person,Number,Case,Gender,xlit,betacode
LXX-Judg-005-010-018,ὑποζυγίων,10,18,strong:G5268,ὑποζύγιον,G5268,packard:N2N-GPN,N2N-GPN,Noun,,,,,Plural,Genitive,Neuter,betacode:U(POZUGI/WN,U(POZUGI/WN
LXX-Judg-005-010-019,καθήμενοι,10,19,strong:G2521,κάθημαι,G2521,packard:V5-PMPNPM,V5-PMPNPM,Verb,Present,Middle,Participle,,Plural,Nominative,Masculine,betacode:KAQH/MENOI,KAQH/MENOI
LXX-Judg-005-010-020,ἐπὶ,10,20,strong:G1909,ἐπί,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Judg-005-010-021,λαμπηνῶν,10,21,,,,packard:N1-GPF,N1-GPF,Noun,,,,,Plural,Genitive,Feminine,betacode:LAMPHNW=N,LAMPHNW=N
11,11,11,,,,,,,,,,,,,,,,
LXX-Judg-005-011-001,διηγεῖσθε,11,1,,,,packard:V2-PMD2P,V2-PMD2P,Verb,Present,Middle,Imperative,2,Plural,,,betacode:DIHGEI=SQE,DIHGEI=SQE
LXX-Judg-005-011-002,ἀπὸ,11,2,strong:G575,,G575,packard:P,P,Preposition,,,,,,,,betacode:A)PO\,A)PO\
LXX-Judg-005-011-003,φωνῆς,11,3,strong:G5456,φωνή,G5456,packard:N1-GSF,N1-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:FWNH=S,FWNH=S
LXX-Judg-005-011-004,ἀνακρουομένων,11,4,,,,packard:V1-PMPGPM,V1-PMPGPM,Verb,Present,Middle,Participle,,Plural,Genitive,Masculine,betacode:A)NAKROUOME/NWN,A)NAKROUOME/NWN
LXX-Judg-005-011-005,ἀνὰ,11,5,strong:G303,,G303,packard:P,P,Preposition,,,,,,,,betacode:A)NA\,A)NA\
LXX-Judg-005-011-006,μέσον,11,6,strong:G3319,μέσος,G3319,packard:A1-ASN,A1-ASN,Adjective,,,,,Singular,Accusative,Neuter,betacode:ME/SON,ME/SON
LXX-Judg-005-011-007,ὑδρευομένων,11,7,,,,packard:V1-PMPGPM,V1-PMPGPM,Verb,Present,Middle,Participle,,Plural,Genitive,Masculine,betacode:U(DREUOME/NWN,U(DREUOME/NWN
LXX-Judg-005-011-008,ἐκεῖ,11,8,strong:G1563,ἐκεῖ,G1563,packard:D,D,Adverb,,,,,,,,betacode:E)KEI=,E)KEI=
LXX-Judg-005-011-009,δώσουσιν,11,9,strong:G1325,δίδωμι,G1325,packard:VF-FAI3P,VF-FAI3P,Verb,Future,Active,Indicative,3,Plural,,,betacode:DW/SOUSIN,DW/SOUSIN
LXX-Judg-005-011-010,δικαιοσύνας,11,10,strong:G1343,δικαιοσύνη,G1343,packard:N1-APF,N1-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:DIKAIOSU/NAS,DIKAIOSU/NAS
LXX-Judg-005-011-011,κυρίῳ,11,11,strong:G2962,κύριος,G2962,packard:N2-DSM,N2-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:KURI/W|,KURI/W|
LXX-Judg-005-011-012,δικαιοσύνας,11,12,strong:G1343,δικαιοσύνη,G1343,packard:N1-APF,N1-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:DIKAIOSU/NAS,DIKAIOSU/NAS
LXX-Judg-005-011-013,αὔξησον,11,13,strong:G837,,G837,packard:VA-AAD2S,VA-AAD2S,Verb,Aorist,Active,Imperative,2,Singular,,,betacode:AU)/CHSON,AU)/CHSON
LXX-Judg-005-011-014,ἐν,11,14,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-011-015,Ισραηλ,11,15,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
LXX-Judg-005-011-016,τότε,11,16,strong:G5119,τότε,G5119,packard:D,D,Adverb,,,,,,,,betacode:TO/TE,TO/TE
LXX-Judg-005-011-017,κατέβη,11,17,,,,packard:VZI-AAI3S,VZI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:KATE/BH,KATE/BH
LXX-Judg-005-011-018,εἰς,11,18,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-011-019,τὰς,11,19,strong:G3588,ὁ,G3588,packard:RA-APF,RA-APF,Article,,,,,Plural,Accusative,Feminine,betacode:TA\S,TA\S
LXX-Judg-005-011-020,πόλεις,11,20,strong:G4172,πόλις,G4172,packard:N3I-APF,N3I-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:PO/LEIS,PO/LEIS
LXX-Judg-005-011-021,λαὸς,11,21,strong:G2992,λαός,G2992,packard:N2-NSM,N2-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:LAO\S,LAO\S
LXX-Judg-005-011-022,κυρίου,11,22,strong:G2962,κύριος,G2962,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:KURI/OU,KURI/OU
LXX-Judg-005-011-023,φθέγξασθε,11,23,strong:G5350,φθέγγομαι,G5350,packard:VA-AMD2P,VA-AMD2P,Verb,Aorist,Middle,Imperative,2,Plural,,,betacode:FQE/GCASQE,FQE/GCASQE
LXX-Judg-005-011-024,φωνὴν,11,24,strong:G5456,φωνή,G5456,packard:N1-ASF,N1-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:FWNH\N,FWNH\N
LXX-Judg-005-011-025,ἀνακρουομένων,11,25,,,,packard:V1-PMPGPM,V1-PMPGPM,Verb,Present,Middle,Participle,,Plural,Genitive,Masculine,betacode:A)NAKROUOME/NWN,A)NAKROUOME/NWN
LXX-Judg-005-011-026,ἀνὰ,11,26,strong:G303,,G303,packard:P,P,Preposition,,,,,,,,betacode:A)NA\,A)NA\
LXX-Judg-005-011-027,μέσον,11,27,strong:G3319,μέσος,G3319,packard:A1-ASN,A1-ASN,Adjective,,,,,Singular,Accusative,Neuter,betacode:ME/SON,ME/SON
LXX-Judg-005-011-028,εὐφραινομένων,11,28,strong:G2165,εὐφραίνω,G2165,packard:V1-PMPGPM,V1-PMPGPM,Verb,Present,Middle,Participle,,Plural,Genitive,Masculine,betacode:EU)FRAINOME/NWN,EU)FRAINOME/NWN
LXX-Judg-005-011-029,ἐκεῖ,11,29,strong:G1563,ἐκεῖ,G1563,packard:D,D,Adverb,,,,,,,,betacode:E)KEI=,E)KEI=
LXX-Judg-005-011-030,δώσουσιν,11,30,strong:G1325,δίδωμι,G1325,packard:VF-FAI3P,VF-FAI3P,Verb,Future,Active,Indicative,3,Plural,,,betacode:DW/SOUSIN,DW/SOUSIN
LXX-Judg-005-011-031,δικαιοσύνην,11,31,strong:G1343,δικαιοσύνη,G1343,packard:N1-ASF,N1-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:DIKAIOSU/NHN,DIKAIOSU/NHN
LXX-Judg-005-011-032,κυρίῳ,11,32,strong:G2962,κύριος,G2962,packard:N2-DSM,N2-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:KURI/W|,KURI/W|
LXX-Judg-005-011-033,δίκαιοι,11,33,strong:G1342,δίκαιος,G1342,packard:A1A-NPM,A1A-NPM,Adjective,,,,,Plural,Nominative,Masculine,betacode:DI/KAIOI,DI/KAIOI
LXX-Judg-005-011-034,ἐνίσχυσαν,11,34,,,,packard:VA-AAI3P,VA-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:E)NI/SXUSAN,E)NI/SXUSAN
LXX-Judg-005-011-035,ἐν,11,35,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-011-036,τῷ,11,36,strong:G3588,ὁ,G3588,packard:RA-DSM,RA-DSM,Article,,,,,Singular,Dative,Masculine,betacode:TW=|,TW=|
LXX-Judg-005-011-037,Ισραηλ,11,37,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
LXX-Judg-005-011-038,τότε,11,38,strong:G5119,τότε,G5119,packard:D,D,Adverb,,,,,,,,betacode:TO/TE,TO/TE
LXX-Judg-005-011-039,κατέβη,11,39,,,,packard:VZI-AAI3S,VZI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:KATE/BH,KATE/BH
LXX-Judg-005-011-040,εἰς,11,40,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-011-041,τὰς,11,41,strong:G3588,ὁ,G3588,packard:RA-APF,RA-APF,Article,,,,,Plural,Accusative,Feminine,betacode:TA\S,TA\S
LXX-Judg-005-011-042,πόλεις,11,42,strong:G4172,πόλις,G4172,packard:N3I-APF,N3I-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:PO/LEIS,PO/LEIS
LXX-Judg-005-011-043,αὐτοῦ,11,43,strong:G846,,G846,packard:RD-GSM,RD-GSM,Demonstrative Pronoun,,,,,Singular,Genitive,Masculine,betacode:AU)TOU=,AU)TOU=
LXX-Judg-005-011-044,ὁ,11,44,strong:G3588,ὁ,G3588,packard:RA-NSM,RA-NSM,Article,,,,,Singular,Nominative,Masculine,betacode:O(,O(
LXX-Judg-005-011-045,λαὸς,11,45,strong:G2992,λαός,G2992,packard:N2-NSM,N2-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:LAO\S,LAO\S
LXX-Judg-005-011-046,κυρίου,11,46,strong:G2962,κύριος,G2962,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:KURI/OU,KURI/OU
12,12,12,,,,,,,,,,,,,,,,
LXX-Judg-005-012-001,ἐξεγείρου,12,1,strong:G1825,ἐξεγείρω,G1825,packard:V1-PMD2S,V1-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CEGEI/ROU,E)CEGEI/ROU
LXX-Judg-005-012-002,ἐξεγείρου,12,2,strong:G1825,ἐξεγείρω,G1825,packard:V1-PMD2S,V1-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CEGEI/ROU,E)CEGEI/ROU
LXX-Judg-005-012-003,Δεββωρα,12,3,,,,packard:N-VSF,N-VSF,Noun,,,,,Singular,Vocative,Feminine,betacode:*DEBBWRA,*DEBBWRA
LXX-Judg-005-012-004,ἐξεγείρου,12,4,strong:G1825,ἐξεγείρω,G1825,packard:V1-PMD2S,V1-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CEGEI/ROU,E)CEGEI/ROU
LXX-Judg-005-012-005,ἐξεγείρου,12,5,strong:G1825,ἐξεγείρω,G1825,packard:V1-PMD2S,V1-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CEGEI/ROU,E)CEGEI/ROU
LXX-Judg-005-012-006,λάλησον,12,6,strong:G2980,λαλέω,G2980,packard:VA-AAD2S,VA-AAD2S,Verb,Aorist,Active,Imperative,2,Singular,,,betacode:LA/LHSON,LA/LHSON
LXX-Judg-005-012-007,ᾠδήν,12,7,strong:G5603,ᾠδή,G5603,packard:N1-ASF,N1-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:W)|DH/N,W)|DH/N
LXX-Judg-005-012-008,ἀνάστα,12,8,,,,packard:VH-AAD2S,VH-AAD2S,Verb,Aorist,Active,Imperative,2,Singular,,,betacode:A)NA/STA,A)NA/STA
LXX-Judg-005-012-009,Βαρακ,12,9,,,,packard:N-VSM,N-VSM,Noun,,,,,Singular,Vocative,Masculine,betacode:*BARAK,*BARAK
LXX-Judg-005-012-010,καὶ,12,10,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-012-011,αἰχμαλώτισον,12,11,strong:G163,,G163,packard:VA-AAD2S,VA-AAD2S,Verb,Aorist,Active,Imperative,2,Singular,,,betacode:AI)XMALW/TISON,AI)XMALW/TISON
LXX-Judg-005-012-012,αἰχμαλωσίαν,12,12,strong:G161,,G161,packard:N1A-ASF,N1A-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:AI)XMALWSI/AN,AI)XMALWSI/AN
LXX-Judg-005-012-013,σου,12,13,strong:G4771,σύ,G4771,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:SOU,SOU
LXX-Judg-005-012-014,υἱὸς,12,14,strong:G5207,υἱός,G5207,packard:N2-NSM,N2-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:UI(O\S,UI(O\S
LXX-Judg-005-012-015,Αβινεεμ,12,15,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ABINEEM,*ABINEEM
LXX-Judg-005-012-016,ἐξεγείρου,12,16,strong:G1825,ἐξεγείρω,G1825,packard:V1-PMD2S,V1-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CEGEI/ROU,E)CEGEI/ROU
LXX-Judg-005-012-017,ἐξεγείρου,12,17,strong:G1825,ἐξεγείρω,G1825,packard:V1-PMD2S,V1-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CEGEI/ROU,E)CEGEI/ROU
LXX-Judg-005-012-018,Δεββωρα,12,18,,,,packard:N-VSF,N-VSF,Noun,,,,,Singular,Vocative,Feminine,betacode:*DEBBWRA,*DEBBWRA
LXX-Judg-005-012-019,ἐξέγειρον,12,19,,,,packard:VA-AAD2S,VA-AAD2S,Verb,Aorist,Active,Imperative,2,Singular,,,betacode:E)CE/GEIRON,E)CE/GEIRON
LXX-Judg-005-012-020,μυριάδας,12,20,strong:G3461,μυριάς,G3461,packard:N3D-APF,N3D-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:MURIA/DAS,MURIA/DAS
LXX-Judg-005-012-021,μετὰ,12,21,strong:G3326,μετά,G3326,packard:P,P,Preposition,,,,,,,,betacode:META\,META\
LXX-Judg-005-012-022,λαοῦ,12,22,strong:G2992,λαός,G2992,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:LAOU=,LAOU=
LXX-Judg-005-012-023,ἐξεγείρου,12,23,strong:G1825,ἐξεγείρω,G1825,packard:V1-PMD2S,V1-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CEGEI/ROU,E)CEGEI/ROU
LXX-Judg-005-012-024,ἐξεγείρου,12,24,strong:G1825,ἐξεγείρω,G1825,packard:V1-PMD2S,V1-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CEGEI/ROU,E)CEGEI/ROU
LXX-Judg-005-012-025,λάλει,12,25,strong:G2980,λαλέω,G2980,packard:V2-PAD2S,V2-PAD2S,Verb,Present,Active,Imperative,2,Singular,,,betacode:LA/LEI,LA/LEI
LXX-Judg-005-012-026,μετ’,12,26,strong:G3326,μετά,G3326,packard:P,P,Preposition,,,,,,,,betacode:MET',MET'
LXX-Judg-005-012-027,ᾠδῆς,12,27,strong:G5603,ᾠδή,G5603,packard:N1-GSF,N1-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:W)|DH=S,W)|DH=S
LXX-Judg-005-012-028,ἐνισχύων,12,28,,,,packard:V1-PAPNSM,V1-PAPNSM,Verb,Present,Active,Participle,,Singular,Nominative,Masculine,betacode:E)NISXU/WN,E)NISXU/WN
LXX-Judg-005-012-029,ἐξανίστασο,12,29,,,,packard:V6-PMD2S,V6-PMD2S,Verb,Present,Middle,Imperative,2,Singular,,,betacode:E)CANI/STASO,E)CANI/STASO
LXX-Judg-005-012-030,Βαρακ,12,30,,,,packard:N-VSM,N-VSM,Noun,,,,,Singular,Vocative,Masculine,betacode:*BARAK,*BARAK
LXX-Judg-005-012-031,καὶ,12,31,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-012-032,ἐνίσχυσον,12,32,,,,packard:VA-AAD2S,VA-AAD2S,Verb,Aorist,Active,Imperative,2,Singular,,,betacode:E)NI/SXUSON,E)NI/SXUSON
LXX-Judg-005-012-033,Δεββωρα,12,33,,,,packard:N-VSF,N-VSF,Noun,,,,,Singular,Vocative,Feminine,betacode:*DEBBWRA,*DEBBWRA
LXX-Judg-005-012-034,τὸν,12,34,strong:G3588,ὁ,G3588,packard:RA-ASM,RA-ASM,Article,,,,,Singular,Accusative,Masculine,betacode:TO\N,TO\N
LXX-Judg-005-012-035,Βαρακ,12,35,,,,packard:N-ASM,N-ASM,Noun,,,,,Singular,Accusative,Masculine,betacode:*BARAK,*BARAK
LXX-Judg-005-012-036,αἰχμαλώτιζε,12,36,strong:G163,,G163,packard:V1-PAD2S,V1-PAD2S,Verb,Present,Active,Imperative,2,Singular,,,betacode:AI)XMALW/TIZE,AI)XMALW/TIZE
LXX-Judg-005-012-037,αἰχμαλωσίαν,12,37,strong:G161,,G161,packard:N1A-ASF,N1A-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:AI)XMALWSI/AN,AI)XMALWSI/AN
LXX-Judg-005-012-038,σου,12,38,strong:G4771,σύ,G4771,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:SOU,SOU
LXX-Judg-005-012-039,υἱὸς,12,39,strong:G5207,υἱός,G5207,packard:N2-NSM,N2-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:UI(O\S,UI(O\S
LXX-Judg-005-012-040,Αβινεεμ,12,40,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ABINEEM,*ABINEEM
13,13,13,,,,,,,,,,,,,,,,
LXX-Judg-005-013-001,τότε,13,1,strong:G5119,τότε,G5119,packard:D,D,Adverb,,,,,,,,betacode:TO/TE,TO/TE
LXX-Judg-005-013-002,κατέβη,13,2,,,,packard:VZI-AAI3S,VZI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:KATE/BH,KATE/BH
LXX-Judg-005-013-003,κατάλειμμα,13,3,strong:G2640,κατάλειμμα,G2640,packard:N3M-NSN,N3M-NSN,Noun,,,,,Singular,Nominative,Neuter,betacode:KATA/LEIMMA,KATA/LEIMMA
LXX-Judg-005-013-004,τοῖς,13,4,strong:G3588,ὁ,G3588,packard:RA-DPM,RA-DPM,Article,,,,,Plural,Dative,Masculine,betacode:TOI=S,TOI=S
LXX-Judg-005-013-005,ἰσχυροῖς,13,5,strong:G2478,ἰσχυρός,G2478,packard:A1A-DPM,A1A-DPM,Adjective,,,,,Plural,Dative,Masculine,betacode:I)SXUROI=S,I)SXUROI=S
LXX-Judg-005-013-006,λαὸς,13,6,strong:G2992,λαός,G2992,packard:N2-NSM,N2-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:LAO\S,LAO\S
LXX-Judg-005-013-007,κυρίου,13,7,strong:G2962,κύριος,G2962,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:KURI/OU,KURI/OU
LXX-Judg-005-013-008,κατέβη,13,8,,,,packard:VZI-AAI3S,VZI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:KATE/BH,KATE/BH
LXX-Judg-005-013-009,αὐτῷ,13,9,strong:G846,,G846,packard:RD-DSM,RD-DSM,Demonstrative Pronoun,,,,,Singular,Dative,Masculine,betacode:AU)TW=|,AU)TW=|
LXX-Judg-005-013-010,ἐν,13,10,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-013-011,τοῖς,13,11,strong:G3588,ὁ,G3588,packard:RA-DPM,RA-DPM,Article,,,,,Plural,Dative,Masculine,betacode:TOI=S,TOI=S
LXX-Judg-005-013-012,κραταιοῖς,13,12,strong:G2900,κραταιός,G2900,packard:A1A-DPM,A1A-DPM,Adjective,,,,,Plural,Dative,Masculine,betacode:KRATAIOI=S,KRATAIOI=S
LXX-Judg-005-013-013,πότε,13,13,strong:G4219,πότε,G4219,packard:D,D,Adverb,,,,,,,,betacode:PO/TE,PO/TE
LXX-Judg-005-013-014,ἐμεγαλύνθη,13,14,strong:G3170,μεγαλύνω,G3170,packard:VCI-API3S,VCI-API3S,Verb,Aorist,Passive,Indicative,3,Singular,,,betacode:E)MEGALU/NQH,E)MEGALU/NQH
LXX-Judg-005-013-015,ἡ,13,15,strong:G3588,ὁ,G3588,packard:RA-NSF,RA-NSF,Article,,,,,Singular,Nominative,Feminine,betacode:H(,H(
LXX-Judg-005-013-016,ἰσχὺς,13,16,strong:G2479,ἰσχύς,G2479,packard:N3-NSF,N3-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:I)SXU\S,I)SXU\S
LXX-Judg-005-013-017,αὐτοῦ,13,17,strong:G846,,G846,packard:RD-GSM,RD-GSM,Demonstrative Pronoun,,,,,Singular,Genitive,Masculine,betacode:AU)TOU=,AU)TOU=
LXX-Judg-005-013-018,κύριε,13,18,strong:G2962,κύριος,G2962,packard:N2-VSM,N2-VSM,Noun,,,,,Singular,Vocative,Masculine,betacode:KU/RIE,KU/RIE
LXX-Judg-005-013-019,ταπείνωσόν,13,19,strong:G5013,ταπεινόω,G5013,packard:VA-AAD2S,VA-AAD2S,Verb,Aorist,Active,Imperative,2,Singular,,,betacode:TAPEI/NWSO/N,TAPEI/NWSO/N
LXX-Judg-005-013-020,μοι,13,20,strong:G1473,ἐγώ,G1473,packard:RP-DS,RP-DS,Personal/Possessive Pronoun,,,,,Singular,Dative,,betacode:MOI,MOI
LXX-Judg-005-013-021,τοὺς,13,21,strong:G3588,ὁ,G3588,packard:RA-APM,RA-APM,Article,,,,,Plural,Accusative,Masculine,betacode:TOU\S,TOU\S
LXX-Judg-005-013-022,ἰσχυροτέρους,13,22,strong:G2478,ἰσχυρός,G2478,packard:A1A-APMC,A1A-APMC,Adjective,,,,,Plural,Accusative,Masculine,betacode:I)SXUROTE/ROUS,I)SXUROTE/ROUS
LXX-Judg-005-013-023,μου,13,23,strong:G1473,ἐγώ,G1473,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:MOU,MOU
14,14,14,,,,,,,,,,,,,,,,
LXX-Judg-005-014-001,ἐξ,14,1,strong:G1537,ἐκ,G1537,packard:P,P,Preposition,,,,,,,,betacode:E)C,E)C
LXX-Judg-005-014-002,ἐμοῦ,14,2,strong:G1700,ἐμοῦ,G1700,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:E)MOU=,E)MOU=
LXX-Judg-005-014-003,Εφραιμ,14,3,,,,packard:N-NSM,N-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:*EFRAIM,*EFRAIM
LXX-Judg-005-014-004,ἐξερρίζωσεν,14,4,,,,packard:VAI-AAI3S,VAI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:E)CERRI/ZWSEN,E)CERRI/ZWSEN
LXX-Judg-005-014-005,αὐτοὺς,14,5,strong:G846,,G846,packard:RD-APM,RD-APM,Demonstrative Pronoun,,,,,Plural,Accusative,Masculine,betacode:AU)TOU\S,AU)TOU\S
LXX-Judg-005-014-006,ἐν,14,6,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-014-007,τῷ,14,7,strong:G3588,ὁ,G3588,packard:RA-DSM,RA-DSM,Article,,,,,Singular,Dative,Masculine,betacode:TW=|,TW=|
LXX-Judg-005-014-008,Αμαληκ,14,8,,,,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*AMALHK,*AMALHK
LXX-Judg-005-014-009,ὀπίσω,14,9,strong:G3694,ὀπίσω,G3694,packard:P,P,Preposition,,,,,,,,betacode:O)PI/SW,O)PI/SW
LXX-Judg-005-014-010,σου,14,10,strong:G4771,σύ,G4771,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:SOU,SOU
LXX-Judg-005-014-011,Βενιαμιν,14,11,strong:G958,,G958,packard:N-VSM,N-VSM,Noun,,,,,Singular,Vocative,Masculine,betacode:*BENIAMIN,*BENIAMIN
LXX-Judg-005-014-012,ἐν,14,12,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-014-013,τοῖς,14,13,strong:G3588,ὁ,G3588,packard:RA-DPM,RA-DPM,Article,,,,,Plural,Dative,Masculine,betacode:TOI=S,TOI=S
LXX-Judg-005-014-014,λαοῖς,14,14,strong:G2992,λαός,G2992,packard:N2-DPM,N2-DPM,Noun,,,,,Plural,Dative,Masculine,betacode:LAOI=S,LAOI=S
LXX-Judg-005-014-015,σου,14,15,strong:G4771,σύ,G4771,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:SOU,SOU
LXX-Judg-005-014-016,ἐν,14,16,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-014-017,ἐμοὶ,14,17,strong:G1473,ἐγώ,G1473,packard:RP-DS,RP-DS,Personal/Possessive Pronoun,,,,,Singular,Dative,,betacode:E)MOI\,E)MOI\
LXX-Judg-005-014-018,Μαχιρ,14,18,,,,packard:N-DS,N-DS,Noun,,,,,Singular,Dative,,betacode:*MAXIR,*MAXIR
LXX-Judg-005-014-019,κατέβησαν,14,19,,,,packard:VZI-AAI3P,VZI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:KATE/BHSAN,KATE/BHSAN
LXX-Judg-005-014-020,ἐξερευνῶντες,14,20,,,,packard:V3-PAPNPM,V3-PAPNPM,Verb,Present,Active,Participle,,Plural,Nominative,Masculine,betacode:E)CEREUNW=NTES,E)CEREUNW=NTES
LXX-Judg-005-014-021,καὶ,14,21,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-014-022,ἀπὸ,14,22,strong:G575,,G575,packard:P,P,Preposition,,,,,,,,betacode:A)PO\,A)PO\
LXX-Judg-005-014-023,Ζαβουλων,14,23,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ZABOULWN,*ZABOULWN
LXX-Judg-005-014-024,ἕλκοντες,14,24,,,,packard:V1-PAPNPM,V1-PAPNPM,Verb,Present,Active,Participle,,Plural,Nominative,Masculine,betacode:E(/LKONTES,E(/LKONTES
LXX-Judg-005-014-025,ἐν,14,25,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-014-026,ῥάβδῳ,14,26,strong:G4464,ῥάβδος,G4464,packard:N2-DSF,N2-DSF,Noun,,,,,Singular,Dative,Feminine,betacode:R(A/BDW|,R(A/BDW|
LXX-Judg-005-014-027,διηγήσεως,14,27,,,,packard:N3I-DSF,N3I-DSF,Noun,,,,,Singular,Dative,Feminine,betacode:DIHGH/SEWS,DIHGH/SEWS
LXX-Judg-005-014-028,γραμματέως,14,28,strong:G1122,γραμματεύς,G1122,packard:N3V-GSM,N3V-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:GRAMMATE/WS,GRAMMATE/WS
LXX-Judg-005-014-029,λαὸς,14,29,strong:G2992,λαός,G2992,packard:N2-NSM,N2-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:LAO\S,LAO\S
LXX-Judg-005-014-030,Εφραιμ,14,30,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*EFRAIM,*EFRAIM
